"id","address","location","place","logo_path","name"
"1","Akshaya Nagar, TC Palaya Main Road, Ramamurty Nagar","Bengaluru - 560016","Akshaya Nagar 2025","/uploads/logos/exhibition-logo.gif","National Consumer Fair"
